,tweet_author,overall_polarity
1346106369976324097,ImmunotherapyPapers,Negative
1346100235186171906,Lucien Lab,Positive
1346092029177077767,Cancer Papers,Negative
1346091392309800961,IQWiG,Negative
1346090920714895362,IQWiG,Negative
1346078981586624513,David Henry,Negative
1346050260829814784,Paperbirds_Hematology,Negative
1345925503010525184,Shouting at people in my underpants,Negative
1345865532407386112,Tom,Negative
1345862828796776448,Aleksandar Starcevic,Negative
1345815071570595841,Aaron C.,Negative
1345807336728911879,Targeted Oncology,Negative
1345756283501215745,Blood Cancer Uncensored,Negative
1345729141048414208,Cancer Papers,Negative
1345691386532810753,Lymphoma Papers,Negative
1345688237319155712,Paperbirds_Hematology,Negative
1345687365512089601,Paperbirds_Hematology,Negative
1345565566535426049,OncLive.com,Negative
1345520278529564672,OncLive.com,Negative
1345505276582092801,OncLive SOSS,Negative
1345436085552250880,Aaron Goodman - “Papa Heme”,Negative
1345279516478849026,Clinical Oncology,Negative
1344978818683949057,Cancer epigenetics papers 📚,Negative
1344966722554634240,Lymphoma Papers,Negative
1344962720215441409,Paperbirds_Hematology,Negative
1344962719082897410,Paperbirds_Hematology,Negative
1344962717971406848,Paperbirds_Hematology,Negative
1344962716780306432,Paperbirds_Hematology,Negative
1344962715719094273,Paperbirds_Hematology,Negative
1344784120656793601,"Mazyar Shadman, MD MPH",Negative
1344736371093757953,Benlazar S.M Aminé,Negative
1344725528599781377,Oncology Times,Negative
1344724007057317889,Patient Power,Negative
1344689663328604160,Joe,Negative
1344671670431264770,NK papers,Negative
1344625017930326016,LabMedica.com,Negative
1344621082926436355,Paperbirds_Hematology,Negative
1344572617534152704,Chinar Osman,Negative
1344565220409278466,VJHemOnc,Negative
1344538862694129665,OncLive.com,Negative
1344463375871299586,OncLive.com,Negative
1344357737791107080,OncologyNurseAdvisor,Negative
1344355334488469505,Patient Empowerment Network,Negative
1344348524947910657,Medivizor,Negative
1344338115167727621,HAM,Negative
1344289771389136899,CheckRare,Negative
1344255799372050433,Paperbirds_Hematology,Negative
1344237063030202369,Paperbirds_Hematology,Negative
1344237059813244929,Paperbirds_Hematology,Negative
1344237056571019265,Paperbirds_Hematology,Negative
1344237053202948099,Paperbirds_Hematology,Negative
1344193760612253696,MDEdge,Negative
1344108805634875393,Iván Dario Cruz P,Negative
1344049053563162624,Coping with Cancer,Negative
1344030277971152896,Benlazar S.M Aminé,Negative
1344024542474358784,Benlazar S.M Aminé,Negative
1344010773962629123,Benlazar S.M Aminé,Positive
1343953184679669760,Cancer Immunology Research,Negative
1343919591831945218,Paperbirds_Hematology,Negative
1343919590686871552,Paperbirds_Hematology,Negative
1343919589491523584,Paperbirds_Hematology,Negative
1343919588006760448,Paperbirds_Hematology,Negative
1343919586802950146,Paperbirds_Hematology,Negative
1343919585729282051,Paperbirds_Hematology,Negative
1343919584470962180,Paperbirds_Hematology,Negative
1343865605040922624,TumImmTxpapers,Negative
1343812512114864130,Paperbirds_Hematology,Negative
1343812510856531977,Paperbirds_Hematology,Negative
1343642858935509002,CryptoLiveLeak,Negative
1343615205226508289,Patient Empowerment Network,Negative
1343601615291346947,Bitchin' Science,Negative
1343573687371489282,Carmel La Lumiere,Negative
1343572439721250822,Elsevier Biotech,Negative
1343564998220664839,CheckRare,Negative
1343540206419337216,Journal of Phlebology and Lymphology VOL 13 ISS 2,Negative
1343532537222557701,Paperbirds_Hematology,Negative
1343478056816693250,VJHemOnc,Negative
1343445459738578945,IMPharma News,Negative
1343421483805265921,OncLive.com,Negative
1343419037959610368,Bitchin' Science,Negative
1343397023555362816,Stock Market News,Negative
1343396118181371904,Pharmacutical Daily,Negative
1343395303219720198,Sarang Pokhare,Negative
1343392601165111297,IMPharma News,Negative
1343391279162531846,OncLive.com,Negative
1343388587090296834,Latest News from Business Wire,Negative
1343388540067958784,Crwe World,Negative
1343302891252162565,MDedge Hematology & Oncology,Negative
1343270628770643969,OncLive SOSS,Negative
1343232751852519426,Oncology Times,Negative
1343210334048428040,Oncology Times,Negative
1343170773754597377,Oncology,Negative
1343146114816471040,Oncology,Negative
1343127031010234368,VJHemOnc,Positive
1342922782665891840,Shouting at people in my underpants,Negative
1342870367187197958,Oncology Times,Negative
1342732001103785985,iScience journal,Negative
1342729214684848128,Clinical Oncology,Negative
1342577740558512133,Medivizor,Negative
1342530909413781512,Oncology Times,Negative
1342477858539761665,CheckRare,Negative
1342388709853974528,TrialBulletin,Negative
1342264387667513344,Dr. Mihir,Negative
1342189683959242752,Oncology,Negative
1342179518904201226,VJHemOnc,Negative
1342094846199263232,Seema Ali Bhat,Negative
1342090717661782017,Hematology,Negative
1342084998212415489,Paperbirds_Hematology,Negative
1342084997063143425,Paperbirds_Hematology,Negative
1342062779348475906,Targeted Oncology,Negative
1341930518263308290,screen name currently taken,Negative
1341926614100299779,OncLive.com,Negative
1341919072653619200,Cancer Health,Negative
1341909886079098881,Victor Lin,Negative
1341888884028952576,Oncology Times,Negative
1341858711275532288,Blood Journal,Negative
1341779512103723012,Cells MDPI,Negative
1341769750268010498,GMO Free USA,Positive
1341768818897678342,Michele Nadeem-Baker,Negative
1341753188001705987,Michael Hallek,Negative
1341701600440532993,Paperbirds_Hematology,Negative
1341701598469189633,Paperbirds_Hematology,Negative
1341701596111982593,Paperbirds_Hematology,Negative
1341662397338148870,BVirtual Murciasalud,Negative
1341631079199993856,CLL Ireland,Negative
1341617226281959426,CLL Society Inc.,Negative
1341609502991380482,OncLive.com,Negative
1341536885081038849,crafti,Negative
1341496284277059585,Cancer Health,Negative
1341481209604558850,i3 Health,Negative
1341477648082604035,Michele Nadeem-Baker,Negative
1341443415821742088,"Ganjly, Reliable Cannabis News",Negative
1341430851767316482,Blood Advances,Negative
1341390679558266882,CheckRare,Negative
1341368034846453760,Tweemol,Negative
1341355187915476993,Paperbirds_Hematology,Negative
1341352890737303553,AbbVie UK,Negative
1341350068062924801,Biblioteca CHT,Negative
1341345652844982273,BibliotecaHUVH. ICS,Negative
1341339335379972097,Paperbirds_Hematology,Negative
1341339333928751104,Paperbirds_Hematology,Negative
1341290571713933312,CLL Ireland,Negative
1341190364531703808,CCO Infectious Disease,Negative
1341186944588337152,がんプラス,Negative
1341129951978897409,CCO Infectious Disease,Negative
1341102323909607424,Shouting at people in my underpants,Negative
1341081556811702273,JADPRO,Negative
1341077488357797888,Patient Empowerment Network,Negative
1341073498580676608,Cancer Health,Negative
1341068673063239684,Patient Empowerment Network,Negative
1341066527366406145,Targeted Oncology,Negative
1341064405509955587,MDLinx,Negative
1341064028911759368,Felipe de Galiza,Negative
1341050797078048771,BioAscend,Negative
1341041908072771584,Blood Advances,Negative
1341041540630646784,i3 Health,Negative
1341041493373558785,Patient Power,Negative
1341039806348931072,"Marc Braunstein, MD, PhD, FACP",Positive
1341020704913960962,AbbVie UK,Negative
1341012596166713346,ClinOwl Haematology,Negative
1340996237651271680,Mariola Rivera Reyes,Negative
1340994699675512832,"Mike Thompson, MD, PhD, FASCO",Negative
1340993607373910018,"Mike Thompson, MD, PhD, FASCO",Negative
1340976076156071936,Paperbirds_Hematology,Negative
1340971659679809538,Oncology,Negative
1340859909605224448,Andrew Schorr,Negative
1340778340005912576,Erick Lansigan,Negative
1340764598140608512,Benlazar S.M Aminé,Negative
1340757092030951424,Seema Ali Bhat,Negative
1340741291068551170,Non-GMO Report,Negative
1340733970997194753,Oncology Times,Negative
1340725856411525120,Anthony Mato,Negative
1340643371958882306,OncLive SOSS,Negative
1340642689159671810,CLL Ireland,Positive
1340632406525669380,Toby Eyre,Negative
1340627839801016326,Anthony Mato,Positive
1340617800558260224,LyLe Foreningen,Negative
1340614183428079616,Paperbirds_Hematology,Negative
1340605456247603200,AbbVie UK,Negative
1340578952621010946,VJHemOnc,Negative
1340572734733037568,Lymphoma Papers,Negative
1340401716420894723,OncLive SOSS,Negative
1340356593146322947,VJHemOnc,Negative
1340336107490332675,CURE Magazine,Negative
1340310984867590151,AbbVie UK,Negative
1340296460118732805,Toby Eyre,Negative
1340281737599840257,Nikita Mehra,Negative
1340272914969595904,Nitin Jain,Negative
1340268215209902080,Hematology Cancer Consortium,Negative
1340254626273234944,Ingo Ringshausen,Negative
1340251809978273794,Paperbirds_Hematology,Negative
1340251807835070465,Paperbirds_Hematology,Negative
1340251803225452544,Paperbirds_Hematology,Negative
1340195715008573440,Medivizor,Negative
1340192141126082561,Biotech2050,Negative
1340186405222248451,ALynn,Negative
1340173972604735488,ALynn,Negative
1340118533313712129,IMPharma News,Negative
1340028100298629121,Nabil Omar,Negative
1340025558579761158,Abdulqadir Nashwan,Negative
1340012214414004225,Patient Empowerment Network,Negative
1340011322851901440,Targeted Oncology,Negative
1340009404754759683,Oncology Times,Negative
1339995857031221254,Michele Nadeem-Baker,Negative
1339981331485380611,Oncology & Machine Learning,Negative
1339963753476009984,Patient Empowerment Network,Negative
1339951105481068546,WCM Lymphoma,Negative
1339946298393419779,Patient Power,Negative
1339936035644456962,"CancerNetwork®, Home of the Journal ONCOLOGY®",Negative
1339932698853306368,CLL-seq,Negative
1339920924330569730,Medivizor,Negative
1339913420250828800,MCare Exports,Negative
1339889782285950977,Paperbirds_Hematology,Negative
1339889781170348032,Paperbirds_Hematology,Negative
1339889780021051392,Paperbirds_Hematology,Negative
1339889696235634688,Paperbirds_Hematology,Negative
1339889695082250240,Paperbirds_Hematology,Negative
1339889693886881793,Paperbirds_Hematology,Negative
1339888684368232448,AbbVie UK,Positive
1339826572103020550,Anju,Negative
1339793177398583296,Magic Whitney PetPro,Negative
1339709816646873091,CURE Magazine,Negative
1339703000416313345,Oncology Nursing News,Negative
1339698611056218114,Benlazar S.M Aminé,Negative
1339695656416514049,Oncology Times,Negative
1339679752848875520,"Raul Cordoba, MD, PhD",Negative
1339618698366251009,Kathleen Casey,Negative
1339616633220984834,Patient Empowerment Network,Negative
1339601427623276544,Patient Power,Negative
1339586921475915778,Journal of the @NCCN,Negative
1339575372954873856,HemOnc Today,Negative
1339566264361037824,Seema Ali Bhat,Negative
1339530879358648320,Lymphoma Papers,Negative
1339530877286625281,Lymphoma Papers,Negative
1339526134979985408,Paperbirds_Hematology,Negative
1339526133461647360,Paperbirds_Hematology,Negative
1339526024657158144,Paperbirds_Hematology,Negative
1339513283309613056,Medivizor,Negative
1339464043287855106,じょうかいぼん,Negative
1339463243727695872,じょうかいぼん,Negative
1339348358562013187,Oncology Times,Negative
1339329742277914626,Oncology Times,Negative
1339325932763492354,Health Advicer (I Follow Back),Negative
1339311838706556929,JanssenUS,Negative
1339302229728169984,"David B. Wilson, MD",Negative
1339285207376146438,Patient Empowerment Network,Negative
1339281617920004097,Andrew Schorr,Negative
1339265340405149696,CURE Magazine,Negative
1339261561488220161,ACCC,Negative
1339252254185058304,CLL Ireland,Negative
1339242091273211907,VJHemOnc,Negative
1339237175431475204,VJHemOnc,Negative
1339228421516365829,Memej,Negative
1339227559335239680,Patient Power,Negative
1339224017727856640,i3 Health,Negative
1339222439029583874,Cancer Trials Support Unit,Negative
1339216362233847810,CheckRare,Negative
1339148346620047360,OncLive.com,Negative
1339130265491427328,NK papers,Negative
1339017743065116672,Medivizor,Negative
1338982485003268099,OncLive SOSS,Negative
1338952340221661187,Oncology Times,Negative
1338948695904043009,Oncology Tube,Negative
1338938640957894659,Patient Empowerment Network,Negative
1338900411286216707,CURE Magazine,Negative
1338886687846494209,UK Chronic Lymphocytic Leukaemia (CLL) Forum,Negative
1338884456866787328,Targeted Oncology,Negative
1338884185864478721,Patient Empowerment Network,Negative
1338802513722523648,Paperbirds_Hematology,Negative
1338802512510418944,Paperbirds_Hematology,Negative
1338802510664876032,Paperbirds_Hematology,Negative
1338802509318553603,Paperbirds_Hematology,Negative
1338802507640786944,Paperbirds_Hematology,Negative
1338802504562176000,Paperbirds_Hematology,Negative
1338800405745176576,MEDtalks CH,Negative
1338779302800879617,CLLSA,Positive
1338776562691416064,MedMedia,Negative
1338743749120303105,Depp Gaikwad,Negative
1338645324278140928,Nitin Jain,Negative
1338641049183375361,donnashort,Negative
1338595129179848704,Oncology Board,Negative
1338595103112355854,CheckRare,Negative
1338571683138035714,Kenneth M. Garofalo,Negative
1338571142240604161,AttentionMining™ (CLL - CryptoLiveLeak Token),Negative
1338559391746977800,Sigrid Skånland,Negative
1338547566930227200,ACCC,Negative
1338536888567783425,Oncology Times,Negative
1338529513018372100,Lisa Palacios,Negative
1338525469831024645,Lisa Palacios,Negative
1338520635153272834,Patient Empowerment Network,Negative
1338517904267096065,Patient Empowerment Network,Negative
1338514768748048385,HeartcoR Solutions,Negative
1338504027412246531,Patient Empowerment Network,Negative
1338498559688241152,Patient Empowerment Network,Negative
1338496951353036800,KeiraSmith_i3Health,Negative
1338488920120684545,Survivor Network CA,Negative
1338457974818279425,Paperbirds_Hematology,Negative
1338457973723516935,Paperbirds_Hematology,Negative
1338441999137968128,Hematology Cancer Consortium,Negative
1338340506930212864,Kathleen D. Hoffman,Negative
1338320788680814593,Medivizor,Negative
1338159333083852800,CURE Magazine,Negative
1338044385557159937,Stem Cells in the News,Negative
1338036036052652032,Lymphoma Papers,Negative
1337869483143204865,PSJA Jefferson TSTEM,Negative
1337835875712069632,Patient Power,Negative
1337795249679249410,Bubbafox,Negative
1337792701060812801,Medivizor,Negative
1337789992186376192,Wilmot Cancer Institute,Negative
1337774648059162624,Timesnest,Negative
1337727029987274752,Emily Grahamb,Negative
1337714074113568768,Paperbirds_Hematology,Negative
1337714072863666176,Paperbirds_Hematology,Negative
1337714071508905985,Paperbirds_Hematology,Negative
1337702508844683264,VJHemOnc,Positive
1337577093400387584,Pietro Di Ciaccio,Negative
1337558143371501575,Psychiatry Intel,Negative
1337537061453135872,SouthernIndiaReporte,Negative
1337526612032675840,shimla-online,Negative
1337522076421214208,Shillong Herald,Negative
1337513780289400836,"CancerNetwork®, Home of the Journal ONCOLOGY®",Negative
1337502702214017024,Transcriptomes,Negative
1337490873681002497,New Jersey Headlines,Negative
1337488838835412992,Chhattisgarh Journal,Negative
1337487727080603649,ABNewswire,Negative
1337474214023081990,CCO Education,Negative
1337471981218746368,Paperbirds_Hematology,Negative
1337471979960422400,Paperbirds_Hematology,Negative
1337471978727329792,Paperbirds_Hematology,Negative
1337471977510948865,Paperbirds_Hematology,Negative
1337469499369467906,CheckRare,Negative
